_input,_num,_widgetName,_source,_resultNumber,_pageUrl,name,description,serves,ingredients,instructions
,19,super_final_smoothie_crawler,super_final_smoothie_crawler,19,http://simplegreensmoothies.com/Recipes/cranberry-kale-cooler,Cranberry Kale Cooler Green Smoothie,Give your taste buds a run for their money with this tangy citrus Cranberry Kale Cooler green smoothie recipe chock full of vitamin C and antioxidants. Recipe submitted by Juli Y.,Serves 2,qnt:2cups ingr:Kale type:Green; qnt:1.5cups ingr:CranberryJuice type:Base; qnt:0.5cups ingr:Water type:Base; qnt:2 ingr:Banana type:Fruit; qnt:2 ingr:BloodOrange type:Fruit; qnt:1 ingr:Lime type:Fruit,Blend kale cranberry juice and water until smooth. Next add the remaining fruits and blend again.  Use at least one frozen fruit to make the green smoothie cold.
,21,super_final_smoothie_crawler,super_final_smoothie_crawler,21,http://simplegreensmoothies.com/Recipes/free-radical-fighting-super-smoothie,Free Radical Fighting Super Green Smoothie,Try this Free Radical Fighting Super Smoothie once youve moved beyond the beginning stages of green smoothies. Cantaloupes are a rich source of vitamin A (as beta-carotene) and vitamin C which are important immunity and antioxidant vitamins. They also contain good levels of B vitamins and vitamin K. Blueberry rank the highest for antioxidants when it comes to fruit. And these tiny berries are full of vitamin C and fiber. Mint helps soothe your stomach and stimulates digestion of fats. Lets blend breakfast together!,Serves 2,qnt:2cups ingr:Spinach type:Green; qnt:1 ingr:Mint type:Herb; qnt:1cups ingr:Water type:Base; qnt:2cups ingr:Cantaloupe type:Fruit; qnt:0.5cups ingr:Blueberry type:Fruit; qnt:1 ingr:Apple type:Fruit; qnt:0.5 ingr:LimeJuice type:Fruit,Blend spinach mint leaf and ripe cantaloupe until smooth. You do not need to add a liquid-base to this recipe because of the high water content in ripe cantaloupes. Next add the remaining fruits and blend again.  Use at least one frozen fruit to make the green smoothie cold.
,22,super_final_smoothie_crawler,super_final_smoothie_crawler,22,http://simplegreensmoothies.com/Recipes/berry-cherry-jubilee,Berry Cherry Jubilee Green Smoothie,With the sweet combination of cherries and mixed berries this Berry Cherry Jubilee recipe is packed with disease-fighting antioxidants fiber and vitamin C. Keep calm and get your green smoothie on!,Serves 2,qnt:2cups ingr:Spinach type:Green; qnt:2cups ingr:Water type:Base; qnt:1cup ingr:Cherries type:Fruit; qnt:0.5cups ingr:Blueberry type:Fruit; qnt:0.5cups ingr:Raspberries type:Fruit; qnt:1 ingr:Banana type:Fruit,Blend spinach and water until smooth. Next add the remaining fruits and blend again.  Use at least one frozen fruit to make the green smoothie cold. TIP: Make sure to remove cherry pits before blending. Sprinkle chia seeds on top for a light crunchy texture.
,24,super_final_smoothie_crawler,super_final_smoothie_crawler,24,http://simplegreensmoothies.com/Recipes/sunshine-in-a-jar,Sunshine in a Jar Green Smoothie,Try this FullyRaw Pineapple Orange Collard/Spinach Smoothie as an ultimate fuel source! This recipe is a natural sunshine in a jar that feeds your body real energy! Recipe Submitted by Kristina @ FullyRaw.,Serves 2,qnt:1cups ingr:Spinach type:Green; qnt:1cups ingr:Collards type:Green; qnt:3 ingr:NavelOrangeJuice type:Fruit; qnt:3cups ingr:Pineapple type:Fruit,Freshly squeeze the Orange and use the juice to blend with the spinach and collard greens. Chop a fresh pineapple and add to blender. If you want this recipe cold add 6-8 ice cubes or serve over ice. The fruits help provide your body with the simple sugars aka simple carbohydrates that are easily absorbed and digested. While the orange and pineapple provide the body with Vitamins C A E and K the greens provide a nice balance of minerals and even proteins to allow the body to function at its optimum!
,25,super_final_smoothie_crawler,super_final_smoothie_crawler,25,http://simplegreensmoothies.com/Recipes/pina-colada,Pina Colada Green Smoothie,Get an early start on summer with this tropical island Pi̱a Colada green smoothie. The fresh pineapple and almond milk make this smoothie creamy and sweet almost like dessert. Recipe submitted by Tiffany I.,Serves 2,qnt:2cups ingr:Spinach type:Green; qnt:1.5cups ingr:AlmondMilk type:Base; qnt:0.5cups ingr:CoconutWater type:Base; qnt:3cups ingr:Pineapple type:Fruit; qnt:0.125cups ingr:CoconutFlakes type:Booster,Blend spinach almond milk and coconut water until smooth. Next add the remaining fruits and blend again.  Use at least one frozen fruit to make the green smoothie cold. TIP: Save some coconut flakes to sprinkle on top as a crunchy topping.
,26,super_final_smoothie_crawler,super_final_smoothie_crawler,26,http://simplegreensmoothies.com/Recipes/pomegranate-citrus-punch,Pomegranate Citrus Punch Green Smoothie,The Pomegranate Citrus Punch green smoothie is a great energy and immunity booster. Once you master the art of seeding a pomegranate you should celebrate with this antioxidant-rich green smoothie.,Serves 2,qnt:2 cups ingr:Spinach type:Green; qnt:1cups ingr:OrangeJuice type:Base; qnt:1cups ingr:Water type:Base; qnt:1cups ingr:PomegranateSeeds type:Fruit; qnt:1 ingr:Banana type:Fruit,Blend spinach orange juice and water until smooth. Next add the remaining fruits and blend again. If you have two fresh Orange feel free to add them to blender rather than the orange juice.
,27,super_final_smoothie_crawler,super_final_smoothie_crawler,27,http://simplegreensmoothies.com/Recipes/spa-skin-cleanse,SPA Skin Cleanse Green Smoothie,Get a lot of bang for your blend with this green smoothie. Avocado has a significant portion of healthy fats and vitamin E while the coconut water is like natures gatorade hydrating and regenerating your tissue.۝ By gulping natural skin boosting ingredients in this green smoothie and applying external moisturizer (Jens favorite is unrefined coconut oil) your skin should be glowing in no time.,Serves 2,qnt:2cups ingr:Spinach type:Green; qnt:2cups ingr:CoconutWater type:Base; qnt:2cups ingr:Pineapple type:Fruit; qnt:1 ingr:Avocado type:Fruit,Blend spinach and coconut water until smooth. Next add the remaining fruits and blend again.  Use at least one frozen fruit to make the green smoothie cold.
,28,super_final_smoothie_crawler,super_final_smoothie_crawler,28,http://simplegreensmoothies.com/Recipes/strawberry-and-mint-popsicle,Strawberry and Mint Popsicle,Enjoy this strawberry mint and spinach green smoothie popsicle recipe. Did you know that 8 Strawberry have more vitamin C than an orange? They are packed with vitamins fiber and high-level antioxidants and a great source of manganese and potassium. Mint is full of vitamin A and vitamin C fiber folate iron vitamin B2 and copper.,Serves 2,qnt:1.5cups ingr:Spinach type:Green; qnt:0.5cups ingr:Mint type:Herb; qnt:0.25 ingr:CoconutMilk type:Base; qnt:2cups ingr:Strawberry type:Fruit; qnt:0.25 ingr:honey type:Sweetener,Blend spinach mint and coconut milk until smooth. Next add the remaining fruits and blend again. Pour smoothie into popsicle molds and freeze. When ready to eat run cool water over popsicle molds so pops slide right out.
,29,super_final_smoothie_crawler,super_final_smoothie_crawler,29,http://simplegreensmoothies.com/Recipes/avo-banana-kale,Avo-Banana Kale Green Smoothie,We are lovers of all things leafy green especially kale. And this extremely creamy green smoothie is no exception.,Serves 2,qnt:2cups ingr:Kale type:Green; qnt:2cups ingr:Water type:Base; qnt:3 ingr:Banana type:Fruit; qnt:0.25 ingr:avocado type:Fruit,Blend kale and water until smooth. Next add the remaining fruits and blend again.  Use at least one frozen fruit to make the green smoothie cold.
,30,super_final_smoothie_crawler,super_final_smoothie_crawler,30,http://simplegreensmoothies.com/Recipes/healing-cranberry-cleanser,Healing Cranberry Cleanser Green Smoothie,Cranberries are an antioxidant powerhouse so get them fresh during the fall and winter. By drinking this Healing Cranberry Cleanser green smoothie with cranberry your body will experience the immediate effects of natural energy. Get your healthy dose of vitamin C and fiber in this healing green smoothie!,Serves 2,qnt:2cups ingr:Kale type:Green; qnt:1cup ingr:Water type:Base; qnt:1cups ingr:Cranberries type:Fruit; qnt:2 ingr:Orange type:Fruit; qnt:2 ingr:Banana type:Fruit,Blend kale and water until smooth. Next add the remaining fruits and blend again.  Use at least one frozen fruit to make the green smoothie cold. TIP: Keep as much of the orange pith (the white part) on to add nutritional benefits. Because of the cranberries your smoothie may turn out more purple-ish.
,31,super_final_smoothie_crawler,super_final_smoothie_crawler,31,http://simplegreensmoothies.com/Recipes/beginners-luck-with-tops,Beginners Luck with Tops Green Smoothie,We are lovers of all things leafy green especially spinach. And this extremely creamy green smoothie is no exception.,Serves 2,qnt:1.5cups ingr:Spinach type:Green; qnt:2 ingr:Carrot type:Root; qnt:2cups ingr:Water type:Base; qnt:1cups ingr:Pineapple  type:Fruit; qnt:1cups ingr:Mango  type:Fruit; qnt:1 ingr:Banana  type:Fruit,Blend spinach carrot top leaves and water until smooth. Next add the remaining fruits and blend again. You can grate your carrots with a cheese grater or steam them to soften them before blending.  Use at least one frozen fruit to make the green smoothie cold.
